9463;Grafton Inc;Berryville Campus;401 Grafton Lane;Berryville, VA 22611;(540) 955-2400x7269;Intakes: (888) 955-5205x6460 (888) 955-;5205x6461;;
9464;Frontier Health;Independence House;2532 4th Avenue East;Big Stone Gap, VA 24219;(276) 523-4357;;;;
9465;Frontier Health;Wise County Behavioral Health;43 Champions Avenue;Big Stone Gap, VA 24219;(276) 523-8300;Intake: (276) 534-8300;;;
9466;New River Valley Community Services;Montgomery Center;700 University City Boulevard;Blacksburg, VA 24060;(540) 961-8300;;;;
9467;Mecklenburg Behavioral Health Center;Southside Community Services Board;523 Madison Street;Boydton, VA 23917;(434) 738-0154;;;;
9468;Highlands Community Services Board;Child and Adolescent Services;102 Oakview Avenue;Bristol, VA 24201;(276) 645-4700;Intake: (276) 525-1550;;;
9469;Highlands Community Services Board;Childrens Services;80 Terrace Drive;Bristol, VA 24202;(276) 645-4768;Intake: (276) 525-1550;;;
9470;Wellmont Bristol Regional Medical Ctr;Ridgeview Pavilion;103 North Street;Bristol, VA 24201;(423) 844-6012;Intake: (423) 844-6000;;;
9471;Autumnleaf Group Inc;8983 Hersand Drive;Suite 2;Burke, VA 22015;(703) 658-7103;Intake: (703) 658-7103x103;;;
9472;Cumberland Mountain Comm Servs;Board;196 Cumberland Road;Cedar Bluff, VA 24609;(276) 964-6702;;;;
9473;Cumberland Mountain Comm Servs;Board;Main A Office;113 Cumberland Road;Cedar Bluff, VA 24609;(276) 964-6702;;;
9474;Leland House;13525 Leland Road;Centreville, VA 20120;(703) 222-3558;;;;;
9475;Community Residencies;14160 Newbrook Drive;Chantilly, VA 20151;(703) 842-2300;;;;;
9476;Fairfax/Falls Church Comm Servs Board;Chantilly/Centreville Office;14150 Parkeast Circle;Suite 200;Chantilly, VA 20151;(703) 968-4000;Intake: (703) 383-8500;;
9477;Fairfax/Falls Church Comm Servs Board;Cornerstones;4211 Walney Road;Chantilly, VA 20151;(703) 227-7100;Intake: (703) 383-8500;;;
9478;Dual Recovery Center;100 Burnet Street;Charlottesville, VA 22902;(434) 970-1242;Intake: (434) 972-1800;;;;
9479;Empowering Families Program;901 Preston Avenue;Suite 201;Charlottesville, VA 22903;(434) 971-8454;;;;
9480;Region Ten Community Services Board;502 Old Lynchburg Road;Charlottesville, VA 22903;(434) 972-1800;;;;;
9481;Region Ten Community Services Board;800 Preston Avenue;Charlottesville, VA 22903;(434) 972-1800;;;;;
9482;Region Ten Community Services Board;Childrens Services;500 Old Lynchburg Road;Charlottesville, VA 22903;(434) 972-1800;;;;
9483;Region Ten Community Services Board;Wellness Recovey Center;504 Old Lynchburg Road;Charlottesville, VA 22903;(434) 972-1876;Intake: (434) 972-1800;;;
9484;UVA Child/Adolescent Psychiatry Clinic;Department of Psychiatric Medicine;310 Old Ivy Way;Suite 104;Charlottesville, VA 22903;(434) 243-6950;;;
9485;UVA Health Systems;Department of Psychiatric Medicine;101 Hospital Drive;Charlottesville, VA 22908;(434) 924-0211;;;;
9486;Chesapeake Integrated Behavioral Hlth;224 Great Bridge Boulevard;Chesapeake, VA 23320;(757) 547-9334;;;;;
9487;Region IV REACH/RBHA;Crisis Therapeutic Home;12224 Parker Lane;Chester, VA 23831;(804) 303-0741;;;;
9488;Chesterfield Community Services Board;6801 Lucy Corr Court;Chesterfield, VA 23832;(804) 768-7318;;;;;
9489;Gateway Homes Inc;11901 Reedy Branch Road;Chesterfield, VA 23838;(804) 767-0292;Intake: (804) 712-4033;;;;
9490;Carilion Saint Albans Hospital;2900 Lamb Circle;Christiansburg, VA 24073;(540) 731-2000;Intake: (540) 981-8181;;;;
9491;Southside Community Services Board;143 Industrial Parkway;Clarksville, VA 23927;(434) 572-6916;;;;;
9492;Dickenson Cnty Behavioral Health Servs;Clinical Services;440 Foxtown Road;Clintwood, VA 24228;(276) 926-1680;Intake: (276) 926-1681;;;
9493;Colonial Heights Counseling Services;3660 Boulevard;Suite A;Colonial Heights, VA 23834;(804) 520-7210;;;;
9494;Alleghany Highlands Community Services;Guinan Center;311 South Monroe Avenue;Covington, VA 24426;(540) 965-2100;;;;
9495;Timber Ridge School;Leary Educational Foundation Inc;1463 New Hope Road;Cross Junction, VA 22625;(540) 888-3456;;;;
9496;Region Ten Community Services Board;Crozet Office;1205 Crozet Avenue;Crozet, VA 22932;(434) 823-9823;Intake: (434) 972-1800;;;
9497;Empowering Families;206 SE Street;Culpeper, VA 22701;(540) 229-6685;;;;;
9498;Rappahannock Rapidan CSB;Behavioral Healthcare of Culpeper;650 Laurel Street;Culpeper, VA 22701;(540) 825-5656;;;;
9499;Danville Pittsylvania Community Servs;245 Hairston Street;Danville, VA 24540;(434) 799-0456;;;;;
9500;Danville Regional Medical Center;Behavioral Health;142 South Main Street;Danville, VA 24541;(434) 799-2100x3782;;;;
9501;Hughes Center for Exceptional Children;1601 Franklin Turnpike;Danville, VA 24540;(434) 836-8500x1010;Intakes: (434) 836-8500 (434) 836-8508;;;;
9502;Dinwiddie Counseling Services;13900 Courthouse Road;Suite C;Dinwiddie, VA 23841;(804) 469-3746;;;;
9503;Greensville/Emporia Counseling;1101 Greensville County Circle;Emporia, VA 23847;(434) 348-8900;;;;;
9504;Southern Virginia Regional Medical Ctr;727 North Main Street;Emporia, VA 23847;(434) 348-4580;;;;;
9505;Fairfax/Falls Church Comm Servs Board;Merrifield Center;8221 Willow Oaks Corporation Drive;Fairfax, VA 22031;(703) 573-0523;Intake: (703) 383-8500;;;
9506;Inova Behavioral Health;Mental Health/Partial Hospitalization;8221 Willow Oaks Corporate Drive;Suite 430;Fairfax, VA 22031;(703) 289-7560;;;
9507;Inova Behavioral Health;Outpatient;8500 Executive Park Drive;Suite 202;Fairfax, VA 22031;(703) 852-7020;Intake: (703) 289-7560;;
9508;Inova Behavioral Health;Psychiatric Assessment Center;8221 Willow Oaks Corporate Drive;Suite 4-420;Fairfax, VA 22031;(703) 289-7560;;;
9509;Inova Fair Oaks Hospital;3600 Joseph Siewick Drive;Fairfax, VA 22033;(703) 391-3600;;;;;
9510;Inova Kellar Center;11204 Waples Mill Road;Fairfax, VA 22030;(703) 218-8500;Intake: (703) 218-2900;;;;
9511;Pathway Homes Inc;10201 Fairfax Boulevard;Suite 200;Fairfax, VA 22030;(703) 876-0390;;;;
9512;Victoria Transcultural;Clinical Center;3541 Chain Bridge Road;Suite 204;Fairfax, VA 22030;(703) 218-6599;;;
9513;F25 F28 F36 F47 F81 F92 SP;;;;;;;;
9514;Dominion Hospital Choices Outpt Prog;6565 Arlington Boulevard;1st floor;Falls Church, VA 22042;(703) 720-5500;;;;
9515;HCA Dominion Hospital;2960 Sleepy Hollow Road;Falls Church, VA 22044;(703) 536-2000;;;;;
9516;Inova Fairfax Hospital;Inpatient Psychiatric Unit 4 Original;3300 Gallows Road;Falls Church, VA 22042;(703) 776-3327;Intake: (703) 289-7560;;;
9517;Northern Virginia Family Service;Multicultural Center;6400 Arlington Boulevard;Suite 110;Falls Church, VA 22042;(571) 748-2800;Intake: (571) 748-2818;;
9518;F4 F25 F28 F35 F43 SP;Northern Virginia MH Institute;3302 Gallows Road;Falls Church, VA 22042;(703) 207-7111;Intake: (703) 645-3113;;;
9519;Crossroads Community Services Board;Farmville Center;214 Bush River Drive;Farmville, VA 23901;(434) 392-3187;Intake: (866) 307-0370;;;
9520;Augusta Health;Crossroads Mental Health Unit;78 Medical Center Drive;Fishersville, VA 22939;(540) 332-4000;Intake: (540) 332-4060;;;
9521;New River Valley Comm Services Clinic;274 Floyd Highway South;Suite 100;Floyd, VA 24091;(540) 745-2047;Intake: (540) 961-8400;;;
9522;EHS Lynchburg;17835 Forest Road;Suite A;Forest, VA 24551;(434) 582-1305;;;;
9523;Western Tidewater Mental Health Center;Mental Health Center Franklin;200 East 2nd Avenue;Franklin, VA 23851;(757) 562-2208;Intake: (757) 942-1990;;;
9524;Hunter Holmes McGuire VAMC;Fredericksburg VA Outpatient Clinic;130 Executive Center Parkway;Fredericksburg, VA 22401;(540) 370-4468;Intake: (804) 675-6870;;;
9525;Mary Washington Hospital Inc;Psychiatric Unit;1200 Sam Perry Boulevard;Fredericksburg, VA 22401;(540) 741-3900;;;;
9526;F81 SP;Rappahannock Area Community;Services Board/Fredericksburg Clinic;600 Jackson Street;Fredericksburg, VA 22401;(540) 373-3223;Intake: (540) 373-3223x2;;
9527;Rappahannock Area Community;Services Board/Crisis Stabilization;615 Wolfe Street;Fredericksburg, VA 22401;(540) 374-3386;Intakes: (540) 373-6876 (540) 373-3223;;;
9528;Spotsylvania Regional Medical Center;4600 Spotsylvania Parkway;Fredericksburg, VA 22408;(540) 498-4563;;;;;
9529;Spotsylvania Regional Medical Center;4604 Spotsylvania Parkway;Suite 100;Fredericksburg, VA 22408;(540) 498-4565;Intake: (540) 498-4563;;;
9530;Mount Rogers Community Services Board;Fernwood Counseling Center;6999 Carrollton Pike;Suite 1;Galax, VA 24333;(276) 238-9700;Intake: (276) 728-9184;;
9531;Harvest Outreach Center Inc;410 Maddox Road;Gladys, VA 24554;(434) 283-5340;;;;;
9532;River City Comprehensive Csl Services;13100 Mountain Road;Glen Allen, VA 23059;(804) 230-0999x119;Intake: (804) 230-0999;;;;
9533;Middle Peninsula Northern Neck CSB;Gloucester Counseling Center;9228 George Washington Mem Highway;Gloucester, VA 23061;(804) 693-5057;Intakes: (804) 695-8117 (855) 256-1964;;;
9534;Goochland Powhatan Comm Servs Board;3058 River Road West;Goochland, VA 23063;(804) 556-5400;;;;;
9535;Danville Pittsyvania Community Servs;(DPCS) Gretna Location;111 Center Street;Gretna, VA 24557;(434) 799-0456;Intake: (434) 793-4922;;;
9536;Cumberland Mountain Comm Servs;Board;Buchanan County Satellite Office;Route 83 Slate Creek;Grundy, VA 24614;(276) 935-7154;;;
9537;Family and Youth Foundation Csl Servs;3001 West Mercury Boulevard;Hampton, VA 23666;(757) 380-0385;;;;;
9538;Hampton Mental Health Associates Inc;2208 Executive Drive;Suite C;Hampton, VA 23666;(757) 826-7516;;;;
9539;Hampton Newport News CSB;Adult Comprehensive Outpt Servs;200 Medical Drive;Suites A and B;Hampton, VA 23666;(757) 788-0200;Intakes: (757) 788-0232 (757) 788-0238;;
9540;Hampton Newport News CSB;Child and Adol Outpatient Services;600 Medical Drive;Hampton, VA 23666;(757) 788-0600;;;;
9541;Hampton Newport News CSB;Crisis Stabilization Center;2244 Executive Drive;Suite A;Hampton, VA 23666;(757) 315-3650;Intake: (757) 788-0011;;
9542;Hampton VAMC;Mental Health and Behavioral Services;100 Emancipation Drive;Hampton, VA 23667;(757) 722-9961;Intake: (757) 722-9961x3611;;;
9543;Riverside Behavioral Health Center;A Campus of RRMC;2244 Executive Drive;Hampton, VA 23666;(757) 827-1001;;;;
9544;Harrisonburg/Rockingham;Community Services Board;1241 North Main Street;Harrisonburg, VA 22802;(540) 434-1941;;;;
9545;Harrisonburg/Rockingham;Community Services Board/Arbor House;1353 North Main Street;Harrisonburg, VA 22802;(540) 438-7170;Intakes: (540) 434-1766 (540) 434-1941;;;
9546;Family Focus Inc;2727 Enterprise Parkway;Suite 202;Henrico, VA 23294;(804) 261-2090;;;;
9547;Hallmark Youthcare;12800 West Creek Parkway;Henrico, VA 23238;(804) 784-2200;Intake: (804) 784-6432;;;;
9548;Henrico Area MH/Developmental;Services;East Outpatient Center;4825 South Laburnum Avenue;Henrico, VA 23231;(804) 727-8100;Intake: (804) 727-8515;;
9549;MH Community Support Services;The Center for Child and Family;1504 Santa Rosa Road;Suite 200;Henrico, VA 23229;(804) 282-0003;;;
9550;John Randolph Medical Center;Behavioral Health;411 West Randolph Road;Hopewell, VA 23860;(804) 452-3847;;;;
9551;Mount Rogers Community Services Board;Grayson Youth and Family Services;108 Bedwell Street;Independence, VA 24348;(276) 773-3515;;;;
9552;Jackson Feild Homes;DBA Jacksonfeild Behavioral Health;546 Walnut Grove Drive;Jarratt, VA 23867;(434) 634-3217x3002;Intake: (434) 634-3217x3027;;;
9553;Frontier Health/Lee County;Behavioral Health Services;34084 Wilderness Road;Jonesville, VA 24263;(276) 346-3590;;;;
9554;Rappahannock General Hospital;Bridges Inpatient;101 Harris Drive;Kilmarnock, VA 22482;(804) 435-8490;;;;
9555;Rappahannock General Hospital;Bridges Structured Outpatient Program;113 Dmv Drive;Kilmarnock, VA 22482;(804) 435-9237;;;;
9556;Rappahannock Area Community;Services Board King George Clinic;8479 Saint Anthonys Road;King George, VA 22485;(540) 775-9879;Intake: (540) 373-3223;;;
9557;Middle Peninsula Northern Neck CSB;King William Clinic;1041 Sharon Road;Suite 201;King William, VA 23086;(804) 769-2751;;;
9558;Brunswick Behavioral Health Center;Southside Community Services Board;2087 Lawrenceville Plank Road;Lawrenceville, VA 23868;(434) 848-4121;;;;
9559;Cumberland Mountain Comm Servs;Board;Lebanon Office/Russell County;160 Rogers Street;Lebanon, VA 24266;(276) 889-3785;;;
9560;Russell County Medical Center;Clearview Center;58 Carroll Street;Lebanon, VA 24266;(276) 883-8000;Intake: (276) 883-8300;;;
9561;County of Loudoun MHSADS;102 Heritage Way NE;Suite 302;Leesburg, VA 20177;(703) 771-5100;Intake: (703) 771-5155;;;
9562;Inova Loudoun Hospital;Behavioral Health;224A Cornwall Street NW;Leesburg, VA 20176;(703) 771-2894;Intake: (703) 289-7561;;;
9563;North Spring Behavioral Healthcare;42009 Victory Lane;Leesburg, VA 20176;(703) 777-0800;;;;;
9564;Rockbridge Area Community Servs Board;241 Greenhouse Road;Lexington, VA 24450;(540) 463-3141;;;;;
9565;Childhelp USA;Alice Tyler Village of Childhelp;23164 Dragoon Road;Lignum, VA 22726;(540) 399-1926;Intake: (540) 399-5073;;;
9566;Health Connect American;VBA Counseling Interventions;23248 Lignum Road;Lignum, VA 22726;(540) 399-9970;Intakes: (540) 842-9727 (540) 219-8004;;;
9567;Region Ten Community Services Board;Louisa Counseling Services;101 Ashley Street;Louisa, VA 23093;(540) 967-2880;;;;
9568;Region Ten Community Services Board;Nelson County Office;71 Tanbark Plaza;Lovingston, VA 22949;(434) 263-4889;;;;
9569;Lewis Gale Hospital Alleghany;Geriatric Psychiatric Unit;1 AHR Lane;Low Moor, VA 24457;(540) 862-6713;Intake: (800) 541-9992;;;
9570;Anderson Counseling Services;Mental Health Skill Building Services;434 Graves Mill Road;Building 100, Suite 1;Lynchburg, VA 24502;(434) 239-2004;;;
9571;Anderson Counseling Services;Therapeutic Day Treatment;434 Graves Mill Road;Lynchburg, VA 24502;(434) 239-2004;Intake: (434) 239-2009;;;
9572;Centra Health Inc;Bridges Treatment Center;693 Leesville Road;Lynchburg, VA 24502;(434) 200-5700x5025;Intakes: (434) 200-5700 (434) 200-4444;;;
9573;Centra Health Inc;VA Baptist Hospital;3300 Rivermont Avenue;Lynchburg, VA 24503;(434) 200-6042;Intake: (434) 200-4444;;;
9574;Horizon Behavioral Health;620 Court Street;Lynchburg, VA 24504;(434) 847-8035;;;;;
9575;Madeline Centre;18697 Forest Road;Lynchburg, VA 24502;(434) 239-0003;;;;;
9576;Family Insight;8314 Browns Lane;Unit 201;Manassas, VA 20111;(571) 208-0592;;;;
9577;National Counseling Group/Manassas;9301 Forest Point Circle;Manassas, VA 20110;(703) 257-5997;;;;;
9578;Novant Health UVA PWMC;Behavioral Health Services;8644 Sudley Road;Suite 300;Manassas, VA 20110;(703) 369-8464;Intake: (703) 369-8864;;
9579;Prince William County Comm Servs;Board;8033 Ashton Avenue;Suite 105;Manassas, VA 20109;(703) 792-7800;;;
9580;Mount Rogers Community Services Board;Smyth Counseling Center;416 East Main Street;Marion, VA 24354;(276) 783-8185;;;;
9581;Southwestern Virginia MH Institute;340 Bagley Circle;Marion, VA 24354;(276) 783-1200;Intake: (800) 289-2337x7813;;;;
9582;Memorial Hospital of Martinsville;Behavioral Health;320 Hospital Drive;Martinsville, VA 24112;(276) 666-7200;;;;
9583;Piedmont Community Services;24 Clay Street;Martinsville, VA 24112;(276) 632-7128;;;;;
9584;Fair Winds;104 East 5th Street;Mineral, VA 23117;(540) 894-0930;;;;;
9585;Newport News Behavioral Health Center;17579 Warwick Boulevard;Newport News, VA 23603;(757) 888-0400;Intakes: (757) 888-0400x262 (800) 697-;0999x262;;;
9586;Oyster Point Academy;776 J Clyde Morris Boulevard;Newport News, VA 23601;(757) 594-1580;;;;;
9587;Barry Robinson Center;443 Kempsville Road;Norfolk, VA 23502;(757) 455-6100;;;;;
9588;Childrens Hospital of the Kings Daught;;;;;;;;
9589;601 Childrens Lane;Norfolk, VA 23507;(757) 668-7000;;;;;;
9590;Crisis Stabilization Center;7464 Tidewater Drive;Norfolk, VA 23505;(757) 664-6679;Intake: (757) 664-7690;;;;
9591;In Home Clinical and Casework Services;1711 Church Street;Suite D;Norfolk, VA 23504;(757) 623-8985;;;;
9592;Kempsville Center for Behavioral Hlth;Kempsville Center;860 Kempsville Road;Norfolk, VA 23502;(757) 461-4565;Intake: (877) 409-2228;;;
9593;Norfolk Community Services Board;225 West Olney Road;Norfolk, VA 23510;(757) 823-1600;Intake: (757) 823-1617;;;;
9594;Sentara Norfolk General Hospital;Mental Health Services;600 Gresham Drive;Norfolk, VA 23507;(757) 388-5481;;;;
9595;Virginia Beach Boulevard Center;3755 East Virginia Beach Boulevard;Norfolk, VA 23502;(757) 664-7699;Intake: (757) 823-1617;;;;
9596;Region Ten Community Services Board;Fluvanna County;13623 James Madison Highway;Palmyra, VA 22963;(434) 589-8276;;;;
9597;Eastern Shore Community Services Board;Eastern Shore Behavioral Health Center;19056 Greenbush Road;Parksley, VA 23421;(757) 665-1260;Intake: (757) 665-5041x23;;;
9598;New River Valley Community Services;Giles Clinic;705 Wenonah Avenue;Pearisburg, VA 24134;(540) 921-2238;Intake: (540) 961-8400;;;
9599;District 19 Community Services Board;20 West Bank Street;Suite 6;Petersburg, VA 23803;(804) 862-8054;Intake: (804) 862-8002;;;
9600;District 19 Community Services Board;Child and Adolescent Program;20 West Bank Street;Suite 5;Petersburg, VA 23803;(804) 863-1689;;;
9601;River City;Ingtegrated Counseling;215 North Market Street;Petersburg, VA 23803;(804) 230-0999;;;;
9602;Bon Secours Maryview Medical Center;Maryview Behavioral Medicine;3636 High Street;Portsmouth, VA 23707;(757) 398-2200x2589;Intake: (757) 398-2400;;;
9603;Community Based Clinical Services;2404 Airline Boulevard;Portsmouth, VA 23701;(757) 488-9382;;;;;
9604;First Home Care;1634 London Boulevard;Portsmouth, VA 23704;(757) 393-7200;Intake: (757) 442-4590;;;;
9605;Harbor Point Behavioral Health Center;301 Fort Lane;Portsmouth, VA 23704;(757) 393-0061;Intakes: (757) 391-5927 (757) 391-5940;;;;
9606;Portsmouth Behavioral Healthcare Servs;1811 King Street;Portsmouth, VA 23704;(757) 393-8618;Intake: (757) 393-5357;;;;
9607;Goochland/Powhatan Comm Servs Board;Clinical Services;3910 Old Buckingham Road;Powhatan, VA 23139;(804) 598-2200;;;;
9608;New River Valley Community Services;Pulaski Center;1042 East Main Street;Pulaski, VA 24301;(540) 994-5023;Intake: (540) 961-8400;;;
9609;New River Valley Community Services;Recovery Community Center;1044 East Main Street;Pulaski, VA 24301;(540) 557-4057;Intake: (540) 961-8300;;;
9610;New River Valley Community Services;New Horizons Crisis Stabilization;7191 Warden Court;Radford, VA 24141;(540) 831-5916;Intakes: (540) 961-8400 (540) 961-8300;;;
9611;Fairfax/Falls Church Comm Servs Board;Northwest Center for Community MH;1850 Cameron Glen Drive;Suite 600;Reston, VA 20190;(703) 481-4100;Intake: (703) 383-8500;;
9612;Bon Secours Richmond Community Hosp;Behavioral Health Unit;1500 North 28th Street;Richmond, VA 23223;(804) 225-1701;Intake: (804) 225-1708;;;
9613;Bon Secours Saint Marys Hospital;5801 Bremo Road;Richmond, VA 23226;(804) 285-2011;Intakes: (804) 287-7836 (804) 281-8266;;;;
9614;ChildSavers;Memorial Child Guidance Clinic;200 North 22nd Street;Richmond, VA 23223;(804) 644-9590;;;;
9615;Chippenham Medical Center;Tucker Pavilion;7101 Jahnke Road;Richmond, VA 23225;(804) 323-8846;;;;
9616;Family Insight;7113 Three Chopt Road;Suite 301;Richmond, VA 23226;(804) 562-9997;;;;
9617;First Home Care;Richmond;2235 Staples Mills Road;Suite 103;Richmond, VA 23230;(804) 358-8737;;;
9618;Hunter Holmes McGuire VAMC;Mental Hygiene (116A);1201 Broad Rock Boulevard;Richmond, VA 23249;(804) 675-5116;Intake: (804) 675-5411;;;
9619;Richmond Behavioral Health Authority;107 South 5th Street;Richmond, VA 23219;(804) 819-4000;;;;;
9620;Rubicons HOPE;1700 Front Street;Richmond, VA 23222;(804) 726-1740;Intake: (804) 767-6581;;;;
9621;Saint Josephs Villa;Crisis Stabilization;8000 Brook Road;Cottage 6;Richmond, VA 23227;(804) 553-3200;Intake: (804) 874-9119;;
9622;United Methodist Family Services;Child and Family Healing Center;3900 West Broad Street;Richmond, VA 23230;(804) 353-4461x1289;Intake: (855) 367-8637;;;
9623;VCU Medical Center;Department of Psychiatry;1200 East Broad Street;Richmond, VA 23298;(804) 828-1467;Intake: (804) 828-2000;;;
9624;Virginia Treatment Center for Children;515 North 10th Street;Richmond, VA 23219;(804) 828-3129;Intakes: (855) 456-7792 (804) 828-8822;;;;
9625;Wise Enterprise Inc;3117 West Clay Street;Suite 2;Richmond, VA 23230;(804) 355-1068;;;;
9626;A Better Life Counseling Services;2107 Electric Road SW;Suite 101;Roanoke, VA 24018;(540) 915-9596;Intake: (540) 915-2238;;;
9627;Blue Ridge Behavioral Healthcare;Adult and Family Services;611 McDowell Avenue;Roanoke, VA 24016;(540) 266-9200;Intake: (540) 343-3007;;;
9628;Blue Ridge Behavioral Healthcare;Rita J Gliniecki Recovery Center;3003 Hollins Road NE;Roanoke, VA 24012;(540) 344-6208;;;;
9629;Braley and Thompson;Mental Health Support Services;2965 Colonnade Drive;Suite 130;Roanoke, VA 24018;(540) 989-7175;;;
9630;EHS Support Services;Supportive in Home Care;1315 2nd Street SW;Suite 300;Roanoke, VA 24016;(540) 339-9195;Intake: (540) 793-4678;;
9631;Family Service of Roanoke Valley;360 Campbell Avenue SW;Roanoke, VA 24016;(540) 563-5316x3031;Intake: (540) 563-5316x3014;;;;
9632;Transformed Support Services;3959 Electric Road;Suite 190;Roanoke, VA 24018;(540) 685-2582;;;;
9633;Piedmont Community Services;Franklin County Satellite Clinic;30 Technology Drive;Rocky Mount, VA 24151;(540) 483-0582;Intake: (540) 483-7220;;;
9634;Horizon Behavioral Health;Campbell County Counseling Center;37 Village Highway;Rustburg, VA 24588;(434) 332-5149;Intake: (434) 847-8035;;;
9635;LewisGale Medical Center;Behavioral Health;1902 Braeburn Drive;Salem, VA 24153;(540) 772-2801;Intakes: (540) 776-1100 (800) 541-9992;;;
9636;Western Tidewater Mental Health Center;Smithfield;1801 South Church Street;Smithfield, VA 23430;(757) 357-7458;;;;
9637;Sentara Halifax Regional Health System;2204 Wilborn Avenue;South Boston, VA 24592;(434) 517-3651;Intake: (434) 572-6935;;;;
9638;Southside Community Services Board;Halifax Behavioral Health;424 Hamilton Boulevard;South Boston, VA 24592;(434) 572-6916;Intake: (434) 572-2936;;;
9639;Adolescent and Family Growth Center I;8000 Forbes Place;Suite 201;Springfield, VA 22151;(703) 425-9200x228;Intake: (703) 425-9200;;;
9640;Fairfax/Falls Church Comm Servs Board;Springfield Office;8348 Traford Lane;Suite 400;Springfield, VA 22152;(703) 866-2100;Intake: (703) 383-8500;;
9641;Multicultural Clinical Center;6563 Edsall Road;Springfield, VA 22151;(703) 354-0000;;;;;
9642;F47 F91 F92 SP;;;;;;;;
9643;Rappahannock Area Comm Servs Board;Stafford County Clinic;15 Hope Road;Stafford, VA 22554;(540) 659-2725;;;;
9644;Region Ten Community Services Board;Greene County Office;24 Rectory Lane;Stanardsville, VA 22973;(434) 985-5220;;;;
9645;Liberty Point Behavioral Healthcare;1110 Montgomery Avenue;Staunton, VA 24401;(540) 213-0450;Intake: (800) 496-7941;;;;
9646;85 Sangers Lane;Staunton, VA 24401;(540) 886-7100;Intake: (540) 887-3200;;;;;
9647;Valley Community Services Board;85 Sangers Lane;Staunton, VA 24401;(540) 887-3200;;;;;
9648;County of Loudoun MHSADS;Eastern Loudoun Office;21641 Ridgetop Circle;Suite 105;Sterling, VA 20166;(571) 258-3026;Intake: (703) 771-5155;;
9649;Piedmont Community Services;Horizons Day Treatment Programs;24141 Jeb Stuart Highway;Stuart, VA 24171;(276) 694-5031;;;;
9650;Piedmont Community Services;Patrick County Satellite Clinic;22280 Jeb Stuart Highway;Stuart, VA 24171;(276) 694-4361;;;;
9651;Sentara Obici Hospital;Behavioral Health Services;2800 Godwin Boulevard;Suffolk, VA 23434;(757) 934-4786;;;;
9652;Western Tidewater Comm Servs Board;1000 Commercial Lane;Suffolk, VA 23434;(757) 942-1069;Intake: (757) 925-2222;;;;
9653;Western Tidewater Mental Health Center;135 South Saratoga Street;Suffolk, VA 23434;(757) 925-2222;Intake: (757) 942-1990;;;;
9654;Western Tidewater Mental Health Center;5268 Godwin Boulevard;Suffolk, VA 23434;(757) 255-7100;Intake: (757) 942-1990;;;;
9655;Cumberland Mountain Comm Servs;Board;Tazewell County Satellite Office;526 West Main Street;Tazewell, VA 24651;(276) 988-7961;;;
9656;Brighter Futures Inc;1349 Kempsville Road;Suite 202;Virginia Beach, VA 23464;(757) 216-8350;;;;
9657;Hampton VAMC;Virginia Beach CBOC;244 Clearfield Avenue;Virginia Beach, VA 23462;(757) 722-9961;;;;
9658;Lynnhaven Center;1045 Lynnhaven Parkway;Virginia Beach, VA 23452;(757) 385-4126;Intake: (757) 385-0866;;;;
9659;Supportive in Home;3168 Magic Hollow Boulevard MH2;Virginia Beach, VA 23453;(757) 385-4024;Intake: (757) 385-0888;;;;
9660;AH F81 SP;Virginia Beach Dept of Human Services;Child and Youth MHSA Division;289 Independence Boulevard;Pembroke 3, Suite 245;Virginia Beach, VA 23462;(757) 385-0850;Intake: (757) 385-0888;
9661;Virginia Beach Dept of Human Services;MH/SA Division;297 Independence Boulevard;Pembroke 6, Suite 302;Virginia Beach, VA 23462;(757) 385-0505;Intakes: (757) 385-0866 (757) 385-0888;;
9662;Family Focus Counseling Services;170 West Shirley Avenue;Suite 206;Warrenton, VA 20186;(540) 349-4537;;;;
9663;Rappahannock Rapidan CSB;Behavioral Healthcare of Fauquier;340 Hospital Drive;Warrenton, VA 20186;(540) 347-7620;Intake: (540) 347-7260;;;
9664;Middle Peninsula Northern Neck CSB;MH/SA Services;414 Main Street;Warsaw, VA 22572;(804) 333-3671;Intakes: (804) 695-8117 (855) 256-1964;;;
9665;Sussex Counseling Services;232 Coppahaunk Avenue;Waverly, VA 23890;(804) 834-2205;;;;;
9666;Frontier Health;Scott County Mental Health Center;1006 U.S. Highway 23 North;Weber City, VA 24290;(276) 225-0976;;;;
9667;Colonial Behavioral Health;1657 Merrimac Trail;Williamsburg, VA 23185;(757) 220-3200;;;;;
9668;Colonial Behavioral Health;Childrens Services;921 Capitol Landing Road;Williamsburg, VA 23185;(757) 253-4074;Intake: (757) 253-4047;;;
9669;Directors Office Eastern State Hosp;4601 Ironbound Road;Williamsburg, VA 23188;(757) 253-5241;;;;;
9670;Pavillion;The Pavilion at Williamsburg;5483 Mooretown Road;Williamsburg, VA 23188;(757) 941-6400;;;;
9671;Winchester Community MH Center Inc;;;;;;;;
9672;36 Ricketts Drive;Winchester, VA 22601;(540) 535-1112;;;;;;
9673;Winchester Medical Center;1890 Amherst Street;Winchester, VA 22601;(540) 536-8140;Intake: (540) 536-8152;;;;
9674;Life Work Outreach Services;Intensive in Home;4300 Ridgewood Center Drive;Suite A;Woodbridge, VA 22192;(703) 580-7210;;;
