,Name,City,State,Zip,Lat,Lon
7641,Lutheran Community Services NW,Prineville,OR,97754,44.15964,-120.585505
7642,St Charles Health System,Redmond,OR,97756,44.283326,-121.216724
7643,Columbia Community Mental Health,Saint Helens,OR,97051,45.875701,-122.94900600000001
7644,Columbia Community Mental Health,Saint Helens,OR,97051,45.875701,-122.94900600000001
7645,Columbia Community Mental Health,Saint Helens,OR,97051,45.875701,-122.94900600000001
7646,Community Counseling Center,Salem,OR,97301,44.94878,-123.00365500000001
7647,Marion County Health Department,Salem,OR,97301,44.94878,-123.00365500000001
7648,AH F28 SP,Salem,OR,97301,44.94878,-123.00365500000001
7649,New Perspectives Center,Salem,OR,97301,44.94878,-123.00365500000001
7650,Oregon State Hospital,Salem,OR,97301,44.94878,-123.00365500000001
7651,Marion County Health Department,Salem,OR,97305,45.014338,-122.928719
7652,Clackamas County Community Health,Sandy,OR,97055,45.388717,-122.155068
7653,Clatsop Behavioral Healthcare,Seaside,OR,97138,45.853556,-123.56934199999999
7654,Child Center,Springfield,OR,97477,44.058465000000005,-123.011597
7655,Jasper Mountain,Springfield,OR,97478,44.089156,-122.84226899999999
7656,Rainrock Treatment Center LL,Springfield,OR,97478,44.089156,-122.84226899999999
7657,Mid Columbia Center for Living,The Dalles,OR,97058,45.536452000000004,-121.155254
7658,Tillamook Family Counseling Ctr Inc,Tillamook,OR,97141,45.510729,-123.74336799999999
7659,Lifeways Inc,Umatilla,OR,97882,45.897431,-119.36607099999999
7660,Clatsop Behavioral Healthcare,Warrenton,OR,97146,46.129698,-123.94591100000001
7661,VA So Oregon Rehab Ctr and Clinics,White City,OR,97503,42.604690999999995,-122.92371899999999
7662,White City Satellite Office,White City,OR,97503,42.604690999999995,-122.92371899999999
7663,Paradise Counseling,Abbottstown,PA,17301,39.89524,-76.978971
7664,Adolescent Transitions,Allentown,PA,18103,40.570308000000004,-75.488926
7665,Adult Transitions,Allentown,PA,18103,40.570308000000004,-75.488926
7666,Lehigh Valley Health Network,Allentown,PA,18103,40.570308000000004,-75.488926
7667,Robbins Bower Crisis Residence,Allentown,PA,18103,40.570308000000004,-75.488926
7668,Haven House,Allentown,PA,18109,40.636938,-75.43989300000001
7669,KidsPeace,Allentown,PA,18109,40.636938,-75.43989300000001
7670,Progressions,Allentown,PA,18109,40.636938,-75.43989300000001
7671,Holcomb Behavioral,Allentown,PA,18104,40.611658,-75.546853
7672,Pinebrook Family Answers,Allentown,PA,18102,40.608473,-75.476275
7673,Sacred Heart Hospital,Allentown,PA,18102,40.608473,-75.476275
7674,Home Nursing Agency Behavioral Health,Altoona,PA,16602,40.512662,-78.373929
7675,Home Nursing Agency Behavioral Health,Altoona,PA,16601,40.555264,-78.370416
7676,UPMC Altoona,Altoona,PA,16601,40.555264,-78.370416
7677,Horsham Clinic,Ambler,PA,19002,40.187195,-75.206891
7678,Behavioral Analysis and,Bala Cynwyd,PA,19004,40.009753,-75.23150799999999
7679,MSCF/Community Counseling Services,Bangor,PA,18013,40.848762,-75.177293
7680,Friendship Ridge LTSR,Beaver,PA,15009,40.697912,-80.365277
7681,Heritage Valley Health System,Beaver,PA,15009,40.697912,-80.365277
7682,Glade Run Lutheran Services,Beaver Falls,PA,15010,40.770872,-80.351446
7683,Primary Health Network,Beaver Falls,PA,15010,40.770872,-80.351446
7684,1205 Shed Road,Bedford,PA,15522,39.941732,-78.54840899999999
7685,Universal Community Behavioral Health,Bellefonte,PA,16823,40.939052000000004,-77.77264699999999
7686,Maternal Child Consortium,Bensalem,PA,19020,40.100590999999994,-74.938934
7687,Saint Francis/Saint Vincent,Bensalem,PA,19020,40.100590999999994,-74.938934
7688,Saint Francis/Saint Vincent,Bensalem,PA,19020,40.100590999999994,-74.938934
7689,Berwick Hospital Center,Berwick,PA,18603,41.082035,-76.258139
7690,Alternatives Adult Partial Program,Bethlehem,PA,18017,40.659951,-75.38730600000001
7691,CONCERN Professional Services,Bethlehem,PA,18017,40.659951,-75.38730600000001
7692,Community Services Group,Bethlehem,PA,18017,40.659951,-75.38730600000001
7693,Lehigh Valley Health Network,Bethlehem,PA,18017,40.659951,-75.38730600000001
7694,Lehigh Valley Health Network,Bethlehem,PA,18017,40.659951,-75.38730600000001
7695,Northwestern Human Services (NHS),Bethlehem,PA,18017,40.659951,-75.38730600000001
7696,Bet El Counseling Services PC,Bethlehem,PA,18015,40.585869,-75.367239
7697,KidsPeace Broadway Campus,Bethlehem,PA,18015,40.585869,-75.367239
7698,Saint Lukes Hospital,Bethlehem,PA,18015,40.585869,-75.367239
7699,New Directions Treatment Services,Bethlehem,PA,18020,40.672385,-75.32745899999999
7700,Resources for Human Development Inc,Bethlehem,PA,18020,40.672385,-75.32745899999999
7701,Northeast Treatment Centers,Bethlehem,PA,18018,40.627594,-75.395584
7702,Saint Lukes University Health Network,Bethlehem,PA,18018,40.627594,-75.395584
7703,Creative Health Services Inc,Birdsboro,PA,19508,40.26194,-75.833687
7704,Bloomsburg Psychological Center LLC,Bloomsburg,PA,17815,41.020038,-76.42009200000001
7705,Geisinger Bloomsburg Hospital,Bloomsburg,PA,17815,41.020038,-76.42009200000001
7706,Bloomsburg,Bloomsburg,PA,17815,41.020038,-76.42009200000001
7707,Creative Health Services,Boyertown,PA,19512,40.348327000000005,-75.680555
7708,Creative Health Services Inc,Boyertown,PA,19512,40.348327000000005,-75.680555
7709,Family Guidance Center,Boyertown,PA,19512,40.348327000000005,-75.680555
7710,Bradford Regional Medical Center,Bradford,PA,16701,41.918454,-78.75060699999999
7711,Guidance Center,Bradford,PA,16701,41.918454,-78.75060699999999
7712,Chartiers Center Inc,Bridgeville,PA,15017,40.342273999999996,-80.122354
7713,Chartiers Community MH/MR Center,Bridgeville,PA,15017,40.342273999999996,-80.122354
7714,Bucks County Mental Health Clinic,Bristol,PA,19007,40.113178999999995,-74.85765
7715,Pan American Behavioral Healthcare,Bristol,PA,19007,40.113178999999995,-74.85765
7716,Penn Highlands Brookville,Brookville,PA,15825,41.174822,-79.034223
7717,Horsham Clinic,Broomall,PA,19008,39.972605,-75.360258
7718,Pennsylvania Mentor,Broomall,PA,19008,39.972605,-75.360258
7719,Bryn Mawr Hospital,Bryn Mawr,PA,19010,40.023624,-75.329727
7720,RHD Lower Merion Counseling Services,Bryn Mawr,PA,19010,40.023624,-75.329727
7721,Village,Bryn Mawr,PA,19010,40.023624,-75.329727
7722,Cornerstone Care,Burgettstown,PA,15021,40.388565,-80.44152700000001
7723,Butler Health System Family Services,Butler,PA,16001,40.910025,-79.94519100000001
7724,Butler Memorial Hospital,Butler,PA,16001,40.910025,-79.94519100000001
7725,Family Pathways,Butler,PA,16001,40.910025,-79.94519100000001
7726,Family Psychological Associates,Butler,PA,16001,40.910025,-79.94519100000001
7727,Glade Run Lutheran Services,Butler,PA,16001,40.910025,-79.94519100000001
7728,Holy Spirit/A Geisinger Affiliate,Camp Hill,PA,17011,40.23483,-76.928846
7729,Lebanon VAMC,Camp Hill,PA,17011,40.23483,-76.928846
7730,NHS of Northern PA,Carbondale,PA,18407,41.591753999999995,-75.53479300000001
7731,NHS Human Services,Carlisle,PA,17013,40.242686,-77.197284
7732,Meadows Psychiatric Center,Centre Hall,PA,16828,40.812101,-77.680555
7733,Chambersburg Hospital,Chambersburg,PA,17201,39.961056,-77.656165
7734,Chambesburg Hospital,Chambersburg,PA,17201,39.961056,-77.656165
7735,Momentum Services LLC,Chambersburg,PA,17201,39.961056,-77.656165
7736,Southwest Behavioral Care Inc,Charleroi,PA,15022,40.124908000000005,-79.93933299999999
7737,Community Hospital,Chester,PA,19013,39.848281,-75.377981
7738,Crozer Chester Medical Center,Chester,PA,19013,39.848281,-75.377981
7739,Crozer Chester Medical Center,Chester,PA,19013,39.848281,-75.377981
7740,Jefferson Regional Medical Center,Clairton,PA,15025,40.297812,-79.923273
7741,Clarion Psychiatric Center,Clarion,PA,16214,41.203549,-79.360502
7742,Family Psychological Associates,Clarion,PA,16214,41.203549,-79.360502
7743,Beacon Light Behavioral Health Systems,Clearfield,PA,16830,41.078677,-78.428662
7744,Community Guidance Center,Clearfield,PA,16830,41.078677,-78.428662
7745,Family and Community Service of,Clifton Heights,PA,19018,39.923075,-75.29859499999999
7746,Northwestern Human Services (NHS),Coal Township,PA,17866,40.802252,-76.547547
7747,Brandywine Hospital,Coatesville,PA,19320,39.963091999999996,-75.83203
7748,Coatesville VAMC,Coatesville,PA,19320,39.963091999999996,-75.83203
7749,Human Services Inc,Coatesville,PA,19320,39.963091999999996,-75.83203
7750,Chestnut Ridge Counseling Servs Inc,Connellsville,PA,15425,40.029709000000004,-79.54884
7751,Connellsville Counseling and,Connellsville,PA,15425,40.029709000000004,-79.54884
7752,Highlands Hospital,Connellsville,PA,15425,40.029709000000004,-79.54884
7753,Stern Center for Developmental and,Connellsville,PA,15425,40.029709000000004,-79.54884
7754,Counseling Services Center Inc,Corry,PA,16407,41.922164,-79.66425100000001
7755,Cole Memorial Hospital,Coudersport,PA,16915,41.775448,-77.97091800000001
7756,Dickinson Center Inc,Coudersport,PA,16915,41.775448,-77.97091800000001
7757,Glade Run Lutheran Services,Cranberry Township,PA,16066,40.709967,-80.105642
7758,Beacon Light Behavioral Health System,Custer City,PA,16725,41.908177,-78.655324
7759,Geisinger Medical Center,Danville,PA,17822,40.968016,-76.605142
7760,Mercy Fitzgerald Hospital,Darby,PA,19023,39.91714,-75.267387
7761,Devereux Advanced Behavioral Health,Devon,PA,19333,40.041872,-75.423597
7762,CareLink Community Support Services,Downingtown,PA,19335,40.022618,-75.72121800000001
7763,Chester County Intermediate Unit,Downingtown,PA,19335,40.022618,-75.72121800000001
7764,Human Services Inc,Downingtown,PA,19335,40.022618,-75.72121800000001
7765,Human Services Inc,Downingtown,PA,19335,40.022618,-75.72121800000001
7766,Foundations Behavioral Health,Doylestown,PA,18901,40.306267,-75.147144
7767,Lenape Valley Foundation,Doylestown,PA,18901,40.306267,-75.147144
7768,Community Guidance Center,Du Bois,PA,15801,41.125057,-78.722433
7769,James E Van Zandt VAMC,Du Bois,PA,15801,41.125057,-78.722433
7770,Penn Highlands Du Bois,Du Bois,PA,15801,41.125057,-78.722433
7771,149 Sawmill Court,East Stroudsburg,PA,18301,41.042703,-75.17558100000001
7772,East Stroudsburg,East Stroudsburg,PA,18301,41.042703,-75.17558100000001
7773,Pocono Medical Center,East Stroudsburg,PA,18301,41.042703,-75.17558100000001
7774,Pinebrook Family Answers,Easton,PA,18042,40.654176,-75.223124
7775,Philhaven WellSpan,Ephrata,PA,17522,40.173688,-76.17049399999999
7776,Wellspan Ephrata Community Hospital,Ephrata,PA,17522,40.173688,-76.17049399999999
7777,Achievement Center Inc,Erie,PA,16506,42.062345,-80.151707
7778,Sarah A Reed Childrens Center,Erie,PA,16506,42.062345,-80.151707
7779,Catholic Charities Counseling and,Erie,PA,16502,42.110702,-80.10135799999999
7780,Erie VAMC,Erie,PA,16504,42.109077,-80.049033
7781,Residential Trt Facility for Adults,Erie,PA,16504,42.109077,-80.049033
7782,Millcreek Community Hospital,Erie,PA,16509,42.060022,-80.03814100000001
7783,Perseus House Inc,Erie,PA,16501,42.120958,-80.089762
7784,Sarah A Reed Childrens Center,Erie,PA,16501,42.120958,-80.089762
7785,Safe Harbor Behavioral Health of UMPC,Erie,PA,16505,42.131338,-80.13830300000001
7786,Safe Harbor Behavioral Health of UPMC,Erie,PA,16508,42.096812,-80.09403
7787,Sarah A Reed Childrens Center,Erie,PA,16508,42.096812,-80.09403
7788,Stairways Behavioral Health,Erie,PA,16508,42.096812,-80.09403
7789,Stairways Behavioral Health,Erie,PA,16503,42.127036,-80.061065
7790,Holcomb Behavioral Health Systems,Exton,PA,19341,40.039941,-75.640626
7791,22 Franklin Street,Fleetwood,PA,19522,40.447368,-75.82049599999999
7792,Professional Services,Fleetwood,PA,19522,40.447368,-75.82049599999999
7793,Carson Valley Childrens Aid,Flourtown,PA,19031,40.109155,-75.217005
7794,Brooke Glen Behavioral Hospital,Fort Washington,PA,19034,40.134266,-75.204847
7795,Regional Counseling Center Inc,Franklin,PA,16323,41.41192,-79.828317
7796,Centerville Clinic Inc,Fredericktown,PA,15333,40.030787,-80.01321
7797,TrueNorth Wellness Services,Gettysburg,PA,17325,39.826258,-77.22760600000001
7798,Devereux Advanced Behavioral Health,Glenmoore,PA,19343,40.100821999999994,-75.754835
7799,Salisbury Behavioral Health Inc,Glenside,PA,19038,40.100418,-75.171761
7800,Cornerstone Care,Greensboro,PA,15338,39.786257,-80.00214100000001
7801,Centerville Clinic Inc,Greensburg,PA,15601,40.314981,-79.534803
7802,Excela Health Behavioral Health,Greensburg,PA,15601,40.314981,-79.534803
7803,Family Services of Western PA,Greensburg,PA,15601,40.314981,-79.534803
7804,NHS Human Services,Greensburg,PA,15601,40.314981,-79.534803
7805,Southwest Behavioral Care Inc,Greensburg,PA,15601,40.314981,-79.534803
7806,Wesley Spectrum Services,Greensburg,PA,15601,40.314981,-79.534803
7807,Community Counseling Center of,Greenville,PA,16125,41.406356,-80.372825
7808,Community Counseling Center of,Grove City,PA,16127,41.173009,-80.072998
7809,TrueNorth Wellness Services,Hanover,PA,17331,39.78969,-76.97798399999999
7810,TrueNorth Wellness Services,Hanover,PA,17331,39.78969,-76.97798399999999
7811,Harborcreek Youth Services,Harborcreek,PA,16421,42.171262,-79.931855
7812,Catholic Charities,Harrisburg,PA,17111,40.267831,-76.78737
7813,Community Services Group,Harrisburg,PA,17110,40.315813,-76.886436
7814,Pennsylvania Psychiatric Institute,Harrisburg,PA,17110,40.315813,-76.886436
7815,Pennsylvania Psychiatric Institute,Harrisburg,PA,17110,40.315813,-76.886436
7816,NHS Capital Region Partial,Harrisburg,PA,17102,40.27037,-76.90527900000001
7817,TW Ponessa and Associates Csl Servs,Harrisburg,PA,17102,40.27037,-76.90527900000001
7818,NHS Pennsylvania Capital Region,Harrisburg,PA,17104,40.254506,-76.862176
7819,Pennsylvania Counseling Services,Harrisburg,PA,17109,40.289953000000004,-76.824314
7820,Pennsylvania Counseling Services,Harrisburg,PA,17109,40.289953000000004,-76.824314
7821,Philhaven,Harrisburg,PA,17103,40.275965,-76.866333
7822,Pressley Ridge,Harrisburg,PA,17101,40.258655,-76.894376
7823,TrueNorth Wellness Services,Harrisburg,PA,17112,40.373101,-76.776511
7824,Child and Family Focus,Hatboro,PA,19040,40.176879,-75.105595
7825,CareLink Community Support Services,Haverford,PA,19041,40.007406,-75.315837
7826,Child Guidance Resource Centers,Havertown,PA,19083,39.977025,-75.312066
7827,Northeast Counseling Services,Hazleton,PA,18201,40.949038,-75.95563800000001
7828,Community Counseling Center of,Hermitage,PA,16148,41.228489,-80.417588
7829,Community Counseling Center of,Hermitage,PA,16148,41.228489,-80.417588
7830,Penn State Milition S Hershey,Hershey,PA,17033,40.271823,-76.637562
7831,Penn State Milton S Hershey,Hershey,PA,17033,40.271823,-76.637562
7832,Turtle Creek Valley MH/MR Inc,Homestead,PA,15120,40.395872,-79.907511
7833,Friendship House,Honesdale,PA,18431,41.61651,-75.257698
7834,NHS Northeastern PA,Honesdale,PA,18431,41.61651,-75.257698
7835,Philadelphia VAMC,Horsham,PA,19044,40.186067,-75.152867
7836,JC Blair Memorial Hospital,Huntingdon,PA,16652,40.516022,-77.950096
7837,Universal Community Behavioral Health,Huntingdon,PA,16652,40.516022,-77.950096
7838,Indiana Regional Medical Center,Indiana,PA,15701,40.628381,-79.150041
7839,Holy Redeemer Hospital,Jenkintown,PA,19046,40.101403999999995,-75.105519
7840,Conemaugh Memorial Medical Center,Johnstown,PA,15905,40.290655,-78.969943
7841,Spirit of Gheel,Kimberton,PA,19442,40.129517,-75.583145
7842,First Hospital Wyoming Valley,Kingston,PA,18704,41.262553000000004,-75.914636
7843,Armstrong Ctr for Medicine and Health,Kittanning,PA,16201,40.805184999999994,-79.469413
7844,Family Counseling Center of,Kittanning,PA,16201,40.805184999999994,-79.469413
7845,Family Psychological Associates,Kittanning,PA,16201,40.805184999999994,-79.469413
7846,Behavioral Healthcare Corporation,Lancaster,PA,17603,40.030839,-76.330432
7847,Lancaster Regional Medical Center,Lancaster,PA,17603,40.030839,-76.330432
7848,TW Ponessa and Associates,Lancaster,PA,17603,40.030839,-76.330432
7849,Commonwealth Clinical Group,Lancaster,PA,17602,40.014623,-76.246351
7850,790 New Holland Avenue,Lancaster,PA,17602,40.014623,-76.246351
7851,Lancaster Counseling,Lancaster,PA,17602,40.014623,-76.246351
7852,Lancaster General Hospital,Lancaster,PA,17602,40.014623,-76.246351
7853,Nuestra Clinical of SACA,Lancaster,PA,17602,40.014623,-76.246351
7854,Lebanon VAMC,Lancaster,PA,17601,40.074241,-76.314914
7855,Philhaven,Lancaster,PA,17601,40.074241,-76.314914
7856,Pressley Ridge,Lancaster,PA,17601,40.074241,-76.314914
7857,Family Service Association of,Langhorne,PA,19047,40.180089,-74.911873
7858,Penndel Mental Health Center,Langhorne,PA,19047,40.180089,-74.911873
7859,NHS Human Services,Lansdale,PA,19446,40.232327000000005,-75.303915
7860,NHS Montgomery County,Lansdale,PA,19446,40.232327000000005,-75.303915
7861,111 North Lansdowne Avenue,Lansdowne,PA,19050,39.937537,-75.263665
7862,Excela Health Latrobe Hospital,Latrobe,PA,15650,40.277177,-79.39290600000001
7863,Excela Latrobe,Latrobe,PA,15650,40.277177,-79.39290600000001
7864,Southwest Behavioral Care Inc,Latrobe,PA,15650,40.277177,-79.39290600000001
7865,Lebanon VA Medical Center,Lebanon,PA,17042,40.294817,-76.424823
7866,Philhaven,Lebanon,PA,17042,40.294817,-76.424823
7867,TW Ponessa and Associates Csl Servs,Lebanon,PA,17042,40.294817,-76.424823
7868,Behavioral Health Associates Partial,Lehighton,PA,18235,40.829796,-75.69785999999999
7869,PA Treatment and Healing,Lehighton,PA,18235,40.829796,-75.69785999999999
7870,Redco Group,Lehighton,PA,18235,40.829796,-75.69785999999999
7871,CONCERN Professional Services,Lewisburg,PA,17837,40.974977,-76.94515
7872,Lignier Valley Learning Center,Ligonier,PA,15658,40.247834000000005,-79.230681
7873,Hoffman Homes for Youth,Littlestown,PA,17340,39.755229,-77.116784
7874,Crossroads Counseling Inc,Lock Haven,PA,17745,41.285072,-77.471166
7875,Devereux Advanced Behavioral Health,Malvern,PA,19355,40.046452,-75.53299799999999
7876,Devereux Pennsylvania,Malvern,PA,19355,40.046452,-75.53299799999999
7877,CONCERN Professional Services,Mansfield,PA,16933,41.819424,-77.062502
7878,CONCERN Professional Services,Mansfield,PA,16933,41.819424,-77.062502
7879,MHY Family Services,Mars,PA,16046,40.702748,-80.02390600000001
7880,TrueNorth Wellness Services,McConnellsburg,PA,17233,39.975605,-77.98716
7881,Ohio Valley General Hospital,McKees Rocks,PA,15136,40.46348,-80.106172
7882,Auberle,McKeesport,PA,15132,40.339766999999995,-79.842782
7883,Family Resources,McKeesport,PA,15132,40.339766999999995,-79.842782
7884,Mon Yough Community Services Inc,McKeesport,PA,15132,40.339766999999995,-79.842782
7885,Mon Yough Community Services Inc,McKeesport,PA,15132,40.339766999999995,-79.842782
7886,Mon Yough Community Services Inc,McKeesport,PA,15132,40.339766999999995,-79.842782
7887,UPMC McKeesport Hospital,McKeesport,PA,15132,40.339766999999995,-79.842782
7888,Achievement Center Inc,Meadville,PA,16335,41.630953000000005,-80.156056
7889,Bethesda Childrens Home,Meadville,PA,16335,41.630953000000005,-80.156056
7890,Erie VAMC,Meadville,PA,16335,41.630953000000005,-80.156056
7891,Meadville Medical Center,Meadville,PA,16335,41.630953000000005,-80.156056
7892,Diakon Child Family and Community,Mechanicsburg,PA,17055,40.182918,-77.004597
7893,Elwyn,Media,PA,19063,39.92046,-75.41618199999999
7894,Family and Community Service of,Media,PA,19063,39.92046,-75.41618199999999
7895,Lifepath,Media,PA,19063,39.92046,-75.41618199999999
7896,Paoletta Counseling Services Inc,Mercer,PA,16137,41.23123,-80.238647
7897,McCloskey Counseling Center,Milesburg,PA,16853,40.939209000000005,-77.787059
7898,Redco Group Behav Health Services,Milford,PA,18337,41.32911,-74.871787
7899,Southwestern Behavioral Care Inc,Monessen,PA,15062,40.148547,-79.8782
7900,Forbes Regional Hospital,Monroeville,PA,15146,40.426328000000005,-79.761358
7901,Omni Health Services,Montgomeryville,PA,18936,40.22405,-75.230959
7902,Philhaven,Mount Gretna,PA,17064,40.242231,-76.476111
7903,Philhaven,Mount Gretna,PA,17064,40.242231,-76.476111
7904,Cornerstone Care,Mount Morris,PA,15349,39.762403000000006,-80.093925
7905,Mount Pocono,Mount Pocono,PA,18344,41.122901,-75.34399599999999
7906,AH F28,Mount Pocono,PA,18344,41.122901,-75.34399599999999
7907,Northeast Counseling Services,Nanticoke,PA,18634,41.185512,-76.02261899999999
7908,Allegheny Valley Hospital,Natrona Heights,PA,15065,40.644034999999995,-79.725378
7909,Family Services of Western PA,Natrona Heights,PA,15065,40.644034999999995,-79.725378
7910,Family Based Mental Health Services,New Castle,PA,16101,40.983987,-80.29024
7911,Human Services Center,New Castle,PA,16101,40.983987,-80.29024
7912,Community Alternatives,New Kensington,PA,15068,40.557190999999996,-79.725802
7913,Family Services of Western PA,New Kensington,PA,15068,40.557190999999996,-79.725802
7914,Southwest Behavioral Care Inc,New Kensington,PA,15068,40.557190999999996,-79.725802
7915,Devereux Foundation,Newfoundland,PA,18445,41.297908,-75.359362
7916,1201 Stanbridge Street,Norristown,PA,19401,40.130179999999996,-75.331629
7917,Central Behavioral Health,Norristown,PA,19401,40.130179999999996,-75.331629
7918,Central Behavioral Health,Norristown,PA,19401,40.130179999999996,-75.331629
7919,Central Behavioral Health,Norristown,PA,19401,40.130179999999996,-75.331629
7920,Horizon House Inc,Norristown,PA,19401,40.130179999999996,-75.331629
7921,MCES Crisis Residental Program,Norristown,PA,19401,40.130179999999996,-75.331629
7922,Eagleville Hospital/Psychiatric Unit,Norristown,PA,19403,40.148672999999995,-75.375506
7923,Montgomery County Emergency Service,Norristown,PA,19403,40.148672999999995,-75.375506
7924,Family Service and Childrens,Oil City,PA,16301,41.453285,-79.622427
7925,Family Service of NW PA,Oil City,PA,16301,41.453285,-79.622427
7926,Regional Counseling Center Inc,Oil City,PA,16301,41.453285,-79.622427
7927,Human Service Inc,Oxford,PA,19363,39.79056,-75.968479
7928,Carbon Learning and Achievement School,Palmerton,PA,18071,40.834214,-75.555278
7929,Palmerton Hospital,Palmerton,PA,18071,40.834214,-75.555278
7930,Albert Einstein Medical Center,Philadelphia,PA,19141,40.037574,-75.145697
7931,Wedge Medical Center,Philadelphia,PA,19141,40.037574,-75.145697
7932,Asociacion Puertorriquenos,Philadelphia,PA,19140,40.012177,-75.145495
7933,Asociacion Puertorriquenos En Marcha,Philadelphia,PA,19140,40.012177,-75.145495
7934,Wedge Medical Center,Philadelphia,PA,19140,40.012177,-75.145495
7935,Belmont Behavioral Hospital,Philadelphia,PA,19131,39.990184,-75.217795
7936,Belmont Behavioral Hospital,Philadelphia,PA,19131,39.990184,-75.217795
7937,Community Council for MH/MR,Philadelphia,PA,19131,39.990184,-75.217795
7938,Project Transition,Philadelphia,PA,19131,39.990184,-75.217795
7939,Belmont Northeast,Philadelphia,PA,19154,40.096483,-74.98321700000001
7940,NHS Human Services,Philadelphia,PA,19154,40.096483,-74.98321700000001
7941,Bethanna,Philadelphia,PA,19107,39.951735,-75.158654
7942,Childrens Service Inc,Philadelphia,PA,19107,39.951735,-75.158654
7943,Joseph J Peters Institute,Philadelphia,PA,19107,39.951735,-75.158654
7944,Philadelphia Mental Health Center,Philadelphia,PA,19107,39.951735,-75.158654
7945,Thomas Jefferson University Hospital,Philadelphia,PA,19107,39.951735,-75.158654
7946,COMHAR Inc,Philadelphia,PA,19134,39.989604,-75.109091
7947,COMHAR Inc,Philadelphia,PA,19134,39.989604,-75.109091
7948,Hispanic Community Counseling Services,Philadelphia,PA,19134,39.989604,-75.109091
7949,F67 F70 F81 SP,Philadelphia,PA,19134,39.989604,-75.109091
7950,COMHAR Inc,Philadelphia,PA,19132,39.996262,-75.170855
7951,Gaudenzia Inc,Philadelphia,PA,19132,39.996262,-75.170855
7952,Sobriety Through Oupatient,Philadelphia,PA,19132,39.996262,-75.170855
7953,WES Health Centers,Philadelphia,PA,19132,39.996262,-75.170855
7954,Chestnut Hill Hospital Company LLC,Philadelphia,PA,19118,40.073871999999994,-75.211217
7955,Childrens Crisis Treatment Center,Philadelphia,PA,19125,39.976248999999996,-75.125105
7956,Temple University Hospital,Philadelphia,PA,19125,39.976248999999996,-75.125105
7957,Citizens Acting Together Can Help Inc,Philadelphia,PA,19145,39.909857,-75.198265
7958,Consortium Inc,Philadelphia,PA,19139,39.961352000000005,-75.229334
7959,Kirkbride Center,Philadelphia,PA,19139,39.961352000000005,-75.229334
7960,AH F4 F17 SP,Philadelphia,PA,19144,40.033858,-75.174075
7961,F36 F70 SP,Philadelphia,PA,19144,40.033858,-75.174075
7962,Elwyn,Philadelphia,PA,19104,39.95852,-75.19885699999999
7963,Growth and Development Program,Philadelphia,PA,19104,39.95852,-75.19885699999999
7964,Horizon House Inc,Philadelphia,PA,19104,39.95852,-75.19885699999999
7965,Penn Presbyterian Medical Center,Philadelphia,PA,19104,39.95852,-75.19885699999999
7966,Philadelphia VAMC,Philadelphia,PA,19104,39.95852,-75.19885699999999
7967,Fairmount Behavioral Health System,Philadelphia,PA,19128,40.048483000000004,-75.22793399999999
7968,Intercommunity Action Inc,Philadelphia,PA,19128,40.048483000000004,-75.22793399999999
7969,Northern Children Services,Philadelphia,PA,19128,40.048483000000004,-75.22793399999999
7970,Roxborough Memorial Hospital,Philadelphia,PA,19128,40.048483000000004,-75.22793399999999
7971,Friends Hospital,Philadelphia,PA,19124,40.017119,-75.092814
7972,Greystone Program,Philadelphia,PA,19124,40.017119,-75.092814
7973,Northeast Community Center for,Philadelphia,PA,19124,40.017119,-75.092814
7974,Northeast Community Center for BH,Philadelphia,PA,19124,40.017119,-75.092814
7975,Gaudenzia DRC Inc,Philadelphia,PA,19129,40.013014,-75.185402
7976,Progressions,Philadelphia,PA,19129,40.013014,-75.185402
7977,Girard Medical Center,Philadelphia,PA,19122,39.977746,-75.145899
7978,8th Avenue and Girard Avenue,Philadelphia,PA,19122,39.977746,-75.145899
7979,Girard Medical Center,Philadelphia,PA,19122,39.977746,-75.145899
7980,Hahnemann University Hospital,Philadelphia,PA,19102,39.952783000000004,-75.165586
7981,John F Kennedy Behavioral Health Ctr,Philadelphia,PA,19102,39.952783000000004,-75.165586
7982,PHMC Interim House West IHI Chances,Philadelphia,PA,19102,39.952783000000004,-75.165586
7983,Philadelphia Consultation Center,Philadelphia,PA,19102,39.952783000000004,-75.165586
7984,JEVS Human Services,Philadelphia,PA,19114,40.069399,-75.000162
7985,John F Kennedy Behavioral Health Ctr,Philadelphia,PA,19133,39.993092,-75.141671
7986,John F Kennedy Behavioral Health Ctr,Philadelphia,PA,19123,39.964489,-75.145802
7987,Northeast Treatment Centers,Philadelphia,PA,19123,39.964489,-75.145802
7988,Men and Women for Human Excellence,Philadelphia,PA,19121,39.98198,-75.17912
7989,Mercy Philadelphia Hospital,Philadelphia,PA,19143,39.942578999999995,-75.22590500000001
7990,Northeast Community Ctr for Behav Hlth,Philadelphia,PA,19149,40.037721999999995,-75.065768
7991,People Acting to Help Inc (PATH),Philadelphia,PA,19152,40.060946,-75.04698499999999
7992,Wives Self Help Foundation Inc,Philadelphia,PA,19152,40.060946,-75.04698499999999
7993,Wedge Medical Center,Philadelphia,PA,19126,40.05539,-75.13756
7994,Wedge Recovery Centers,Philadelphia,PA,19148,39.911612,-75.151475
7995,Cen Clear Child Services Inc,Philipsburg,PA,16866,40.829699,-78.18149100000001
7996,Devereux Foundation,Phoenixville,PA,19460,40.126827,-75.53044799999999
