Sex,State,Age Group,Cause of Death,Year,Deaths,Population,Crude Rate
Females,Oregon,30-34 yrs,Suicide Injury,2015,P,139569,.
Females,Oregon,30-34 yrs,Suicide Injury,2016,13,142374,9.13
Females,Oregon,30-34 yrs,Suicide Injury,2017,13,143258,9.07
Females,Oregon,35-39 yrs,Suicide Injury,2013,11,125559,8.76
Females,Oregon,35-39 yrs,Suicide Injury,2014,13,128632,10.11
Females,Oregon,35-39 yrs,Suicide Injury,2015,15,133218,11.26
Females,Oregon,35-39 yrs,Suicide Injury,2016,11,138359,7.95
Females,Oregon,35-39 yrs,Suicide Injury,2017,P,142805,.
Females,Oregon,40-44 yrs,Suicide Injury,2013,14,126964,11.03
Females,Oregon,40-44 yrs,Suicide Injury,2014,13,126239,10.3
Females,Oregon,40-44 yrs,Suicide Injury,2015,13,125618,10.35
Females,Oregon,40-44 yrs,Suicide Injury,2016,18,125794,14.31
Females,Oregon,40-44 yrs,Suicide Injury,2017,23,128182,17.94
Females,Oregon,45-49 yrs,Suicide Injury,2013,14,121892,11.49
Females,Oregon,45-49 yrs,Suicide Injury,2014,15,121816,12.31
Females,Oregon,45-49 yrs,Suicide Injury,2015,23,124745,18.44
Females,Oregon,45-49 yrs,Suicide Injury,2016,14,128540,10.89
Females,Oregon,45-49 yrs,Suicide Injury,2017,25,130282,19.19
Females,Oregon,50-54 yrs,Suicide Injury,2013,23,136786,16.81
Females,Oregon,50-54 yrs,Suicide Injury,2014,20,134886,14.83
Females,Oregon,50-54 yrs,Suicide Injury,2015,23,132253,17.39
Females,Oregon,50-54 yrs,Suicide Injury,2016,29,129187,22.45
Females,Oregon,50-54 yrs,Suicide Injury,2017,25,126653,19.74
Females,Oregon,55-59 yrs,Suicide Injury,2013,20,142457,14.04
Females,Oregon,55-59 yrs,Suicide Injury,2014,17,141153,12.04
Females,Oregon,55-59 yrs,Suicide Injury,2015,21,141322,14.86
Females,Oregon,55-59 yrs,Suicide Injury,2016,17,141586,12.01
Females,Oregon,55-59 yrs,Suicide Injury,2017,16,140593,11.38
Females,Oregon,60-64 yrs,Suicide Injury,2013,15,134181,11.18
Females,Oregon,60-64 yrs,Suicide Injury,2014,16,137666,11.62
Females,Oregon,60-64 yrs,Suicide Injury,2015,19,140447,13.53
Females,Oregon,60-64 yrs,Suicide Injury,2016,20,142420,14.04
Females,Oregon,60-64 yrs,Suicide Injury,2017,16,143826,11.12
Females,Oregon,65-69 yrs,Suicide Injury,2013,10,106804,9.36
Females,Oregon,65-69 yrs,Suicide Injury,2014,12,113250,10.6
Females,Oregon,65-69 yrs,Suicide Injury,2015,15,120347,12.46
Females,Oregon,65-69 yrs,Suicide Injury,2016,11,127936,8.6
Females,Oregon,65-69 yrs,Suicide Injury,2017,10,129014,7.75
Females,Oregon,70-74 yrs,Suicide Injury,2013,P,75534,.
Females,Oregon,70-74 yrs,Suicide Injury,2014,P,79987,.
Females,Oregon,70-74 yrs,Suicide Injury,2015,10,84199,11.88
Females,Oregon,70-74 yrs,Suicide Injury,2016,12,87607,13.7
Females,Oregon,70-74 yrs,Suicide Injury,2017,P,96802,.
Females,Oregon,75-79 yrs,Suicide Injury,2013,P,52769,.
Females,Oregon,75-79 yrs,Suicide Injury,2014,P,54953,.
Females,Oregon,75-79 yrs,Suicide Injury,2015,P,57184,.
Females,Oregon,75-79 yrs,Suicide Injury,2016,P,59816,.
Females,Oregon,75-79 yrs,Suicide Injury,2017,12,63280,18.96
Females,Oregon,80-84 yrs,Suicide Injury,2013,P,41338,.
Females,Oregon,80-84 yrs,Suicide Injury,2014,P,40993,.
Females,Oregon,80-84 yrs,Suicide Injury,2015,P,40889,.
Females,Oregon,80-84 yrs,Suicide Injury,2016,P,41290,.
Females,Oregon,80-84 yrs,Suicide Injury,2017,P,42076,.
Females,Oregon,85+ yrs,Suicide Injury,2013,P,53005,.
Females,Oregon,85+ yrs,Suicide Injury,2014,P,53190,.
Females,Oregon,85+ yrs,Suicide Injury,2015,P,53307,.
Females,Oregon,85+ yrs,Suicide Injury,2016,P,53062,.
Females,Oregon,85+ yrs,Suicide Injury,2017,P,52869,.
Males,Pennsylvania,00-04 yrs,Suicide Injury,2013,P,365541,.
Males,Pennsylvania,00-04 yrs,Suicide Injury,2014,P,365244,.
Males,Pennsylvania,00-04 yrs,Suicide Injury,2015,P,364923,.
Males,Pennsylvania,00-04 yrs,Suicide Injury,2016,P,363207,.
Males,Pennsylvania,00-04 yrs,Suicide Injury,2017,P,362260,.
Males,Pennsylvania,05-09 yrs,Suicide Injury,2013,P,381996,.
Males,Pennsylvania,05-09 yrs,Suicide Injury,2014,P,379153,.
Males,Pennsylvania,05-09 yrs,Suicide Injury,2015,P,377072,.
Males,Pennsylvania,05-09 yrs,Suicide Injury,2016,P,374458,.
Males,Pennsylvania,05-09 yrs,Suicide Injury,2017,P,372675,.
Males,Pennsylvania,10-14 yrs,Suicide Injury,2013,11,394861,2.79
Males,Pennsylvania,10-14 yrs,Suicide Injury,2014,P,392172,.
Males,Pennsylvania,10-14 yrs,Suicide Injury,2015,P,388143,.
Males,Pennsylvania,10-14 yrs,Suicide Injury,2016,P,385557,.
Males,Pennsylvania,10-14 yrs,Suicide Injury,2017,P,386165,.
Males,Pennsylvania,15-19 yrs,Suicide Injury,2013,54,433951,12.44
Males,Pennsylvania,15-19 yrs,Suicide Injury,2014,43,427275,10.06
Males,Pennsylvania,15-19 yrs,Suicide Injury,2015,54,423249,12.76
Males,Pennsylvania,15-19 yrs,Suicide Injury,2016,61,419993,14.52
Males,Pennsylvania,15-19 yrs,Suicide Injury,2017,66,416635,15.84
Males,Pennsylvania,20-24 yrs,Suicide Injury,2013,115,453622,25.35
Males,Pennsylvania,20-24 yrs,Suicide Injury,2014,107,448146,23.88
Males,Pennsylvania,20-24 yrs,Suicide Injury,2015,105,439350,23.9
Males,Pennsylvania,20-24 yrs,Suicide Injury,2016,124,430735,28.79
Males,Pennsylvania,20-24 yrs,Suicide Injury,2017,137,422152,32.45
Males,Pennsylvania,25-29 yrs,Suicide Injury,2013,102,419145,24.34
Males,Pennsylvania,25-29 yrs,Suicide Injury,2014,93,429093,21.67
Males,Pennsylvania,25-29 yrs,Suicide Injury,2015,121,437028,27.69
Males,Pennsylvania,25-29 yrs,Suicide Injury,2016,127,440953,28.8
Males,Pennsylvania,25-29 yrs,Suicide Injury,2017,109,445010,24.49
Males,Pennsylvania,30-34 yrs,Suicide Injury,2013,78,393142,19.84
Males,Pennsylvania,30-34 yrs,Suicide Injury,2014,88,398001,22.11
Males,Pennsylvania,30-34 yrs,Suicide Injury,2015,105,401575,26.15
Males,Pennsylvania,30-34 yrs,Suicide Injury,2016,116,407597,28.46
Males,Pennsylvania,30-34 yrs,Suicide Injury,2017,112,413661,27.08
Males,Pennsylvania,35-39 yrs,Suicide Injury,2013,84,357456,23.5
Males,Pennsylvania,35-39 yrs,Suicide Injury,2014,89,361664,24.61
Males,Pennsylvania,35-39 yrs,Suicide Injury,2015,91,368783,24.68
Males,Pennsylvania,35-39 yrs,Suicide Injury,2016,109,376895,28.92
Males,Pennsylvania,35-39 yrs,Suicide Injury,2017,99,384956,25.72
Males,Pennsylvania,40-44 yrs,Suicide Injury,2013,135,402905,33.51
Males,Pennsylvania,40-44 yrs,Suicide Injury,2014,107,390355,27.41
Males,Pennsylvania,40-44 yrs,Suicide Injury,2015,121,376337,32.15
Males,Pennsylvania,40-44 yrs,Suicide Injury,2016,109,361722,30.13
Males,Pennsylvania,40-44 yrs,Suicide Injury,2017,110,355853,30.91
Males,Pennsylvania,45-49 yrs,Suicide Injury,2013,130,433692,29.98
Males,Pennsylvania,45-49 yrs,Suicide Injury,2014,151,422028,35.78
Males,Pennsylvania,45-49 yrs,Suicide Injury,2015,121,415048,29.15
Males,Pennsylvania,45-49 yrs,Suicide Injury,2016,145,412126,35.18
Males,Pennsylvania,45-49 yrs,Suicide Injury,2017,148,405779,36.47
Males,Pennsylvania,50-54 yrs,Suicide Injury,2013,181,471136,38.42
Males,Pennsylvania,50-54 yrs,Suicide Injury,2014,175,465414,37.6
Males,Pennsylvania,50-54 yrs,Suicide Injury,2015,176,456799,38.53
Males,Pennsylvania,50-54 yrs,Suicide Injury,2016,154,443793,34.7
Males,Pennsylvania,50-54 yrs,Suicide Injury,2017,159,432743,36.74
Males,Pennsylvania,55-59 yrs,Suicide Injury,2013,134,459302,29.17
Males,Pennsylvania,55-59 yrs,Suicide Injury,2014,172,462637,37.18
Males,Pennsylvania,55-59 yrs,Suicide Injury,2015,175,463843,37.73
Males,Pennsylvania,55-59 yrs,Suicide Injury,2016,175,463110,37.79
Males,Pennsylvania,55-59 yrs,Suicide Injury,2017,165,456956,36.11
Males,Pennsylvania,60-64 yrs,Suicide Injury,2013,104,386514,26.91
Males,Pennsylvania,60-64 yrs,Suicide Injury,2014,124,395685,31.34
Males,Pennsylvania,60-64 yrs,Suicide Injury,2015,101,406116,24.87
Males,Pennsylvania,60-64 yrs,Suicide Injury,2016,94,413635,22.73
Males,Pennsylvania,60-64 yrs,Suicide Injury,2017,112,421786,26.55
Males,Pennsylvania,65-69 yrs,Suicide Injury,2013,75,300590,24.95
Males,Pennsylvania,65-69 yrs,Suicide Injury,2014,79,314869,25.09
Males,Pennsylvania,65-69 yrs,Suicide Injury,2015,89,329981,26.97
Males,Pennsylvania,65-69 yrs,Suicide Injury,2016,90,346475,25.98
Males,Pennsylvania,65-69 yrs,Suicide Injury,2017,105,345331,30.41
Males,Pennsylvania,70-74 yrs,Suicide Injury,2013,65,215484,30.16
Males,Pennsylvania,70-74 yrs,Suicide Injury,2014,75,222540,33.7
Males,Pennsylvania,70-74 yrs,Suicide Injury,2015,75,228108,32.88
Males,Pennsylvania,70-74 yrs,Suicide Injury,2016,60,232568,25.8
Males,Pennsylvania,70-74 yrs,Suicide Injury,2017,79,254437,31.05
Males,Pennsylvania,75-79 yrs,Suicide Injury,2013,42,154319,27.22
Males,Pennsylvania,75-79 yrs,Suicide Injury,2014,46,157846,29.14
Males,Pennsylvania,75-79 yrs,Suicide Injury,2015,51,159935,31.89
Males,Pennsylvania,75-79 yrs,Suicide Injury,2016,62,163338,37.96
Males,Pennsylvania,75-79 yrs,Suicide Injury,2017,59,169237,34.86
Males,Pennsylvania,80-84 yrs,Suicide Injury,2013,58,116695,49.7
Males,Pennsylvania,80-84 yrs,Suicide Injury,2014,41,114607,35.77
Males,Pennsylvania,80-84 yrs,Suicide Injury,2015,33,113666,29.03
Males,Pennsylvania,80-84 yrs,Suicide Injury,2016,52,113388,45.86
Males,Pennsylvania,80-84 yrs,Suicide Injury,2017,41,113704,36.06
Males,Pennsylvania,85+ yrs,Suicide Injury,2013,42,106149,39.57
Males,Pennsylvania,85+ yrs,Suicide Injury,2014,42,108277,38.79
Males,Pennsylvania,85+ yrs,Suicide Injury,2015,43,109441,39.29
Males,Pennsylvania,85+ yrs,Suicide Injury,2016,47,110855,42.4
Males,Pennsylvania,85+ yrs,Suicide Injury,2017,59,111989,52.68
Males,Pennsylvania,Unknown yrs,Suicide Injury,2014,P,.,.
Females,Pennsylvania,00-04 yrs,Suicide Injury,2013,P,349395,.
Females,Pennsylvania,00-04 yrs,Suicide Injury,2014,P,349221,.
Females,Pennsylvania,00-04 yrs,Suicide Injury,2015,P,348987,.
Females,Pennsylvania,00-04 yrs,Suicide Injury,2016,P,347311,.
Females,Pennsylvania,00-04 yrs,Suicide Injury,2017,P,346569,.
Females,Pennsylvania,05-09 yrs,Suicide Injury,2013,P,365231,.
Females,Pennsylvania,05-09 yrs,Suicide Injury,2014,P,362138,.
Females,Pennsylvania,05-09 yrs,Suicide Injury,2015,P,360025,.
Females,Pennsylvania,05-09 yrs,Suicide Injury,2016,P,357999,.
Females,Pennsylvania,05-09 yrs,Suicide Injury,2017,P,356298,.
Females,Pennsylvania,10-14 yrs,Suicide Injury,2013,P,377364,.
Females,Pennsylvania,10-14 yrs,Suicide Injury,2014,P,375796,.
Females,Pennsylvania,10-14 yrs,Suicide Injury,2015,P,371362,.
Females,Pennsylvania,10-14 yrs,Suicide Injury,2016,10,368402,2.71
Females,Pennsylvania,10-14 yrs,Suicide Injury,2017,P,368969,.
Females,Pennsylvania,15-19 yrs,Suicide Injury,2013,15,416548,3.6
Females,Pennsylvania,15-19 yrs,Suicide Injury,2014,12,409771,2.93
Females,Pennsylvania,15-19 yrs,Suicide Injury,2015,17,406352,4.18
Females,Pennsylvania,15-19 yrs,Suicide Injury,2016,18,403110,4.47
Females,Pennsylvania,15-19 yrs,Suicide Injury,2017,17,399719,4.25
Females,Pennsylvania,20-24 yrs,Suicide Injury,2013,25,437716,5.71
Females,Pennsylvania,20-24 yrs,Suicide Injury,2014,22,432495,5.09
Females,Pennsylvania,20-24 yrs,Suicide Injury,2015,30,423694,7.08
Females,Pennsylvania,20-24 yrs,Suicide Injury,2016,21,415935,5.05
Females,Pennsylvania,20-24 yrs,Suicide Injury,2017,34,409452,8.3
Females,Pennsylvania,25-29 yrs,Suicide Injury,2013,26,406483,6.4
Females,Pennsylvania,25-29 yrs,Suicide Injury,2014,26,414880,6.27
Females,Pennsylvania,25-29 yrs,Suicide Injury,2015,29,420697,6.89
Females,Pennsylvania,25-29 yrs,Suicide Injury,2016,24,423221,5.67
Females,Pennsylvania,25-29 yrs,Suicide Injury,2017,35,426344,8.21
Females,Pennsylvania,30-34 yrs,Suicide Injury,2013,29,388825,7.46
Females,Pennsylvania,30-34 yrs,Suicide Injury,2014,31,392205,7.9
Females,Pennsylvania,30-34 yrs,Suicide Injury,2015,17,394629,4.31
Females,Pennsylvania,30-34 yrs,Suicide Injury,2016,27,398902,6.77
Females,Pennsylvania,30-34 yrs,Suicide Injury,2017,34,403574,8.42
Females,Pennsylvania,35-39 yrs,Suicide Injury,2013,31,359864,8.61
Females,Pennsylvania,35-39 yrs,Suicide Injury,2014,23,363325,6.33
Females,Pennsylvania,35-39 yrs,Suicide Injury,2015,40,369917,10.81
Females,Pennsylvania,35-39 yrs,Suicide Injury,2016,36,377216,9.54
Females,Pennsylvania,35-39 yrs,Suicide Injury,2017,39,384857,10.13
Females,Pennsylvania,40-44 yrs,Suicide Injury,2013,32,408208,7.84
Females,Pennsylvania,40-44 yrs,Suicide Injury,2014,43,395522,10.87
Females,Pennsylvania,40-44 yrs,Suicide Injury,2015,31,380748,8.14
Females,Pennsylvania,40-44 yrs,Suicide Injury,2016,37,365336,10.13
Females,Pennsylvania,40-44 yrs,Suicide Injury,2017,43,359775,11.95
Females,Pennsylvania,45-49 yrs,Suicide Injury,2013,40,444602,9
Females,Pennsylvania,45-49 yrs,Suicide Injury,2014,48,432138,11.11
Females,Pennsylvania,45-49 yrs,Suicide Injury,2015,49,424434,11.54
Females,Pennsylvania,45-49 yrs,Suicide Injury,2016,50,420416,11.89
Females,Pennsylvania,45-49 yrs,Suicide Injury,2017,46,412831,11.14
Females,Pennsylvania,50-54 yrs,Suicide Injury,2013,58,489229,11.86
Females,Pennsylvania,50-54 yrs,Suicide Injury,2014,56,482732,11.6
Females,Pennsylvania,50-54 yrs,Suicide Injury,2015,57,473587,12.04
Females,Pennsylvania,50-54 yrs,Suicide Injury,2016,60,460144,13.04
Females,Pennsylvania,50-54 yrs,Suicide Injury,2017,55,447755,12.28
Females,Pennsylvania,55-59 yrs,Suicide Injury,2013,40,480133,8.33
Females,Pennsylvania,55-59 yrs,Suicide Injury,2014,38,484752,7.84
Females,Pennsylvania,55-59 yrs,Suicide Injury,2015,57,486782,11.71
Females,Pennsylvania,55-59 yrs,Suicide Injury,2016,54,486483,11.1
Females,Pennsylvania,55-59 yrs,Suicide Injury,2017,54,480859,11.23
Females,Pennsylvania,60-64 yrs,Suicide Injury,2013,23,413364,5.56
Females,Pennsylvania,60-64 yrs,Suicide Injury,2014,36,423071,8.51
Females,Pennsylvania,60-64 yrs,Suicide Injury,2015,48,433757,11.07
Females,Pennsylvania,60-64 yrs,Suicide Injury,2016,50,442425,11.3
Females,Pennsylvania,60-64 yrs,Suicide Injury,2017,43,452217,9.51
Females,Pennsylvania,65-69 yrs,Suicide Injury,2013,21,335025,6.27
Females,Pennsylvania,65-69 yrs,Suicide Injury,2014,15,349527,4.29
Females,Pennsylvania,65-69 yrs,Suicide Injury,2015,14,366170,3.82
Females,Pennsylvania,65-69 yrs,Suicide Injury,2016,25,383596,6.52
Females,Pennsylvania,65-69 yrs,Suicide Injury,2017,20,381859,5.24
Females,Pennsylvania,70-74 yrs,Suicide Injury,2013,12,257736,4.66
Females,Pennsylvania,70-74 yrs,Suicide Injury,2014,14,266013,5.26
Females,Pennsylvania,70-74 yrs,Suicide Injury,2015,12,271173,4.43
Females,Pennsylvania,70-74 yrs,Suicide Injury,2016,11,275207,4
Females,Pennsylvania,70-74 yrs,Suicide Injury,2017,13,297657,4.37
Females,Pennsylvania,75-79 yrs,Suicide Injury,2013,P,203739,.
Females,Pennsylvania,75-79 yrs,Suicide Injury,2014,P,206231,.
Females,Pennsylvania,75-79 yrs,Suicide Injury,2015,P,206794,.
Females,Pennsylvania,75-79 yrs,Suicide Injury,2016,P,209777,.
Females,Pennsylvania,75-79 yrs,Suicide Injury,2017,10,216277,4.62
Females,Pennsylvania,80-84 yrs,Suicide Injury,2013,P,176693,.
Females,Pennsylvania,80-84 yrs,Suicide Injury,2014,P,172092,.
Females,Pennsylvania,80-84 yrs,Suicide Injury,2015,P,168796,.
Females,Pennsylvania,80-84 yrs,Suicide Injury,2016,P,166663,.
Females,Pennsylvania,80-84 yrs,Suicide Injury,2017,P,165756,.
Females,Pennsylvania,85+ yrs,Suicide Injury,2013,P,221795,.
Females,Pennsylvania,85+ yrs,Suicide Injury,2014,P,223426,.
Females,Pennsylvania,85+ yrs,Suicide Injury,2015,P,223823,.
Females,Pennsylvania,85+ yrs,Suicide Injury,2016,P,224537,.
Females,Pennsylvania,85+ yrs,Suicide Injury,2017,P,223440,.
Females,Pennsylvania,Unknown yrs,Suicide Injury,2014,P,.,.
Males,Rhode Island,00-04 yrs,Suicide Injury,2013,P,28153,.
Males,Rhode Island,00-04 yrs,Suicide Injury,2014,P,28117,.
Males,Rhode Island,00-04 yrs,Suicide Injury,2015,P,27998,.
Males,Rhode Island,00-04 yrs,Suicide Injury,2016,P,27936,.
Males,Rhode Island,00-04 yrs,Suicide Injury,2017,P,28045,.
Males,Rhode Island,05-09 yrs,Suicide Injury,2013,P,30031,.
Males,Rhode Island,05-09 yrs,Suicide Injury,2014,P,29484,.
Males,Rhode Island,05-09 yrs,Suicide Injury,2015,P,29010,.
Males,Rhode Island,05-09 yrs,Suicide Injury,2016,P,28743,.
Males,Rhode Island,05-09 yrs,Suicide Injury,2017,P,28421,.
Males,Rhode Island,10-14 yrs,Suicide Injury,2013,P,31462,.
Males,Rhode Island,10-14 yrs,Suicide Injury,2014,P,31213,.
Males,Rhode Island,10-14 yrs,Suicide Injury,2015,P,31036,.
Males,Rhode Island,10-14 yrs,Suicide Injury,2016,P,30797,.
Males,Rhode Island,10-14 yrs,Suicide Injury,2017,P,30342,.
Males,Rhode Island,15-19 yrs,Suicide Injury,2013,P,37419,.
Males,Rhode Island,15-19 yrs,Suicide Injury,2014,P,36950,.
Males,Rhode Island,15-19 yrs,Suicide Injury,2015,P,36582,.
Males,Rhode Island,15-19 yrs,Suicide Injury,2016,P,36275,.
Males,Rhode Island,15-19 yrs,Suicide Injury,2017,P,36017,.
Males,Rhode Island,20-24 yrs,Suicide Injury,2013,P,41795,.
Males,Rhode Island,20-24 yrs,Suicide Injury,2014,P,41594,.
Males,Rhode Island,20-24 yrs,Suicide Injury,2015,P,40951,.
Males,Rhode Island,20-24 yrs,Suicide Injury,2016,P,40225,.
Males,Rhode Island,20-24 yrs,Suicide Injury,2017,12,39730,30.2
Males,Rhode Island,25-29 yrs,Suicide Injury,2013,P,35538,.
Males,Rhode Island,25-29 yrs,Suicide Injury,2014,P,36705,.
Males,Rhode Island,25-29 yrs,Suicide Injury,2015,P,38012,.
Males,Rhode Island,25-29 yrs,Suicide Injury,2016,P,38918,.
Males,Rhode Island,25-29 yrs,Suicide Injury,2017,11,39121,28.12
Males,Rhode Island,30-34 yrs,Suicide Injury,2013,P,32577,.
Males,Rhode Island,30-34 yrs,Suicide Injury,2014,P,33256,.
Males,Rhode Island,30-34 yrs,Suicide Injury,2015,P,33572,.
Males,Rhode Island,30-34 yrs,Suicide Injury,2016,P,34195,.
Males,Rhode Island,30-34 yrs,Suicide Injury,2017,P,34737,.
Males,Rhode Island,35-39 yrs,Suicide Injury,2013,P,29271,.
Males,Rhode Island,35-39 yrs,Suicide Injury,2014,P,29578,.
Males,Rhode Island,35-39 yrs,Suicide Injury,2015,11,30362,36.23
Males,Rhode Island,35-39 yrs,Suicide Injury,2016,P,31194,.
Males,Rhode Island,35-39 yrs,Suicide Injury,2017,P,32094,.
Males,Rhode Island,40-44 yrs,Suicide Injury,2013,13,32800,39.63
Males,Rhode Island,40-44 yrs,Suicide Injury,2014,P,31862,.
Males,Rhode Island,40-44 yrs,Suicide Injury,2015,P,30729,.
Males,Rhode Island,40-44 yrs,Suicide Injury,2016,P,29666,.
Males,Rhode Island,40-44 yrs,Suicide Injury,2017,10,29193,34.25
Males,Rhode Island,45-49 yrs,Suicide Injury,2013,15,36460,41.14
Males,Rhode Island,45-49 yrs,Suicide Injury,2014,11,35420,31.06
Males,Rhode Island,45-49 yrs,Suicide Injury,2015,P,34582,.
Males,Rhode Island,45-49 yrs,Suicide Injury,2016,P,33942,.
Males,Rhode Island,45-49 yrs,Suicide Injury,2017,12,33088,36.27
Males,Rhode Island,50-54 yrs,Suicide Injury,2013,14,38506,36.36
Males,Rhode Island,50-54 yrs,Suicide Injury,2014,P,38206,.
Males,Rhode Island,50-54 yrs,Suicide Injury,2015,12,37906,31.66
Males,Rhode Island,50-54 yrs,Suicide Injury,2016,14,37079,37.76
Males,Rhode Island,50-54 yrs,Suicide Injury,2017,11,36230,30.36
Males,Rhode Island,55-59 yrs,Suicide Injury,2013,P,36823,.
Males,Rhode Island,55-59 yrs,Suicide Injury,2014,P,37256,.
Males,Rhode Island,55-59 yrs,Suicide Injury,2015,17,37395,45.46
Males,Rhode Island,55-59 yrs,Suicide Injury,2016,13,37412,34.75
Males,Rhode Island,55-59 yrs,Suicide Injury,2017,12,37289,32.18
Males,Rhode Island,60-64 yrs,Suicide Injury,2013,10,30427,32.87
Males,Rhode Island,60-64 yrs,Suicide Injury,2014,P,31000,.
Males,Rhode Island,60-64 yrs,Suicide Injury,2015,P,31884,.
Males,Rhode Island,60-64 yrs,Suicide Injury,2016,P,32822,.
Males,Rhode Island,60-64 yrs,Suicide Injury,2017,P,33810,.
Males,Rhode Island,65-69 yrs,Suicide Injury,2013,P,23825,.
Males,Rhode Island,65-69 yrs,Suicide Injury,2014,P,24998,.
Males,Rhode Island,65-69 yrs,Suicide Injury,2015,P,26081,.
Males,Rhode Island,65-69 yrs,Suicide Injury,2016,P,27103,.
Males,Rhode Island,65-69 yrs,Suicide Injury,2017,P,27030,.
Males,Rhode Island,70-74 yrs,Suicide Injury,2013,P,16064,.
Males,Rhode Island,70-74 yrs,Suicide Injury,2014,P,16871,.
Males,Rhode Island,70-74 yrs,Suicide Injury,2015,P,17665,.
Males,Rhode Island,70-74 yrs,Suicide Injury,2016,P,18401,.
Males,Rhode Island,70-74 yrs,Suicide Injury,2017,P,20091,.
Males,Rhode Island,75-79 yrs,Suicide Injury,2013,P,11183,.
Males,Rhode Island,75-79 yrs,Suicide Injury,2014,P,11370,.
Males,Rhode Island,75-79 yrs,Suicide Injury,2015,P,11576,.
Males,Rhode Island,75-79 yrs,Suicide Injury,2016,P,11882,.
Males,Rhode Island,75-79 yrs,Suicide Injury,2017,P,12490,.
Males,Rhode Island,80-84 yrs,Suicide Injury,2013,P,8596,.
Males,Rhode Island,80-84 yrs,Suicide Injury,2014,P,8518,.
Males,Rhode Island,80-84 yrs,Suicide Injury,2015,P,8414,.
Males,Rhode Island,80-84 yrs,Suicide Injury,2016,P,8334,.
Males,Rhode Island,80-84 yrs,Suicide Injury,2017,P,8433,.
Males,Rhode Island,85+ yrs,Suicide Injury,2013,P,8891,.
Males,Rhode Island,85+ yrs,Suicide Injury,2014,P,8989,.
Males,Rhode Island,85+ yrs,Suicide Injury,2015,P,8882,.
Males,Rhode Island,85+ yrs,Suicide Injury,2016,P,8881,.
Males,Rhode Island,85+ yrs,Suicide Injury,2017,P,8830,.
Females,Rhode Island,00-04 yrs,Suicide Injury,2013,P,26830,.
Females,Rhode Island,00-04 yrs,Suicide Injury,2014,P,26761,.
Females,Rhode Island,00-04 yrs,Suicide Injury,2015,P,26733,.
Females,Rhode Island,00-04 yrs,Suicide Injury,2016,P,26779,.
Females,Rhode Island,00-04 yrs,Suicide Injury,2017,P,26716,.
Females,Rhode Island,05-09 yrs,Suicide Injury,2013,P,28832,.
Females,Rhode Island,05-09 yrs,Suicide Injury,2014,P,28252,.
Females,Rhode Island,05-09 yrs,Suicide Injury,2015,P,27735,.
Females,Rhode Island,05-09 yrs,Suicide Injury,2016,P,27301,.
Females,Rhode Island,05-09 yrs,Suicide Injury,2017,P,27134,.
Females,Rhode Island,10-14 yrs,Suicide Injury,2013,P,29854,.
Females,Rhode Island,10-14 yrs,Suicide Injury,2014,P,29592,.
Females,Rhode Island,10-14 yrs,Suicide Injury,2015,P,29344,.
Females,Rhode Island,10-14 yrs,Suicide Injury,2016,P,29219,.
Females,Rhode Island,10-14 yrs,Suicide Injury,2017,P,29084,.
Females,Rhode Island,15-19 yrs,Suicide Injury,2013,P,37496,.
Females,Rhode Island,15-19 yrs,Suicide Injury,2014,P,37283,.
Females,Rhode Island,15-19 yrs,Suicide Injury,2015,P,36967,.
Females,Rhode Island,15-19 yrs,Suicide Injury,2016,P,36645,.
Females,Rhode Island,15-19 yrs,Suicide Injury,2017,P,36449,.
Females,Rhode Island,20-24 yrs,Suicide Injury,2013,P,41005,.
Females,Rhode Island,20-24 yrs,Suicide Injury,2014,P,40377,.
Females,Rhode Island,20-24 yrs,Suicide Injury,2015,P,39885,.
Females,Rhode Island,20-24 yrs,Suicide Injury,2016,P,39372,.
Females,Rhode Island,20-24 yrs,Suicide Injury,2017,P,39130,.
Females,Rhode Island,25-29 yrs,Suicide Injury,2013,P,34269,.
Females,Rhode Island,25-29 yrs,Suicide Injury,2014,P,35552,.
Females,Rhode Island,25-29 yrs,Suicide Injury,2015,P,36369,.
Females,Rhode Island,25-29 yrs,Suicide Injury,2016,P,37250,.
Females,Rhode Island,25-29 yrs,Suicide Injury,2017,P,37298,.
Females,Rhode Island,30-34 yrs,Suicide Injury,2013,P,32648,.
Females,Rhode Island,30-34 yrs,Suicide Injury,2014,P,32983,.
Females,Rhode Island,30-34 yrs,Suicide Injury,2015,P,33282,.
Females,Rhode Island,30-34 yrs,Suicide Injury,2016,P,33470,.
Females,Rhode Island,30-34 yrs,Suicide Injury,2017,P,33990,.
Females,Rhode Island,35-39 yrs,Suicide Injury,2013,P,30174,.
Females,Rhode Island,35-39 yrs,Suicide Injury,2014,P,30344,.
Females,Rhode Island,35-39 yrs,Suicide Injury,2015,P,30716,.
Females,Rhode Island,35-39 yrs,Suicide Injury,2016,P,31564,.
Females,Rhode Island,35-39 yrs,Suicide Injury,2017,P,32209,.
Females,Rhode Island,40-44 yrs,Suicide Injury,2013,P,34605,.
Females,Rhode Island,40-44 yrs,Suicide Injury,2014,P,33268,.
Females,Rhode Island,40-44 yrs,Suicide Injury,2015,P,31897,.
Females,Rhode Island,40-44 yrs,Suicide Injury,2016,P,30554,.
Females,Rhode Island,40-44 yrs,Suicide Injury,2017,P,29996,.
Females,Rhode Island,45-49 yrs,Suicide Injury,2013,P,38602,.
